tahun,bulan,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin ,jumlah
2021,03,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Laki-Laki,0
2021,03,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Laki-Laki,2
2021,03,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Laki-Laki,1
2021,03,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Laki-Laki,1
2021,03,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Laki-Laki,2
2021,03,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Laki-Laki,2
2021,03,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-Laki,0
2021,03,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-Laki,10
2021,03,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-Laki,13
2021,03,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-Laki,9
2021,03,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Laki-Laki,8
2021,03,JAKARTA PUSAT,GAMBIR,DURI PULO,Laki-Laki,10
2021,03,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Laki-Laki,8
2021,03,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Laki-Laki,21
2021,03,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Laki-Laki,15
2021,03,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Laki-Laki,10
2021,03,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Laki-Laki,16
2021,03,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Laki-Laki,16
2021,03,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Laki-Laki,15
2021,03,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Laki-Laki,18
2021,03,JAKARTA PUSAT,KEMAYORAN,SERDANG,Laki-Laki,16
2021,03,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Laki-Laki,13
2021,03,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Laki-Laki,24
2021,03,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Laki-Laki,10
2021,03,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-Laki,24
2021,03,JAKARTA PUSAT,S E N E N,SENEN,Laki-Laki,1
2021,03,JAKARTA PUSAT,S E N E N,KENARI,Laki-Laki,11
2021,03,JAKARTA PUSAT,S E N E N,PASEBAN,Laki-Laki,15
2021,03,JAKARTA PUSAT,S E N E N,KRAMAT,Laki-Laki,17
2021,03,JAKARTA PUSAT,S E N E N,KWITANG,Laki-Laki,11
2021,03,JAKARTA PUSAT,S E N E N,BUNGUR,Laki-Laki,12
2021,03,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-Laki,16
2021,03,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-Laki,25
2021,03,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-Laki,16
2021,03,JAKARTA PUSAT,MENTENG,MENTENG,Laki-Laki,18
2021,03,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-Laki,18
2021,03,JAKARTA PUSAT,MENTENG,CIKINI,Laki-Laki,5
2021,03,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-Laki,0
2021,03,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-Laki,3
2021,03,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-Laki,0
2021,03,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-Laki,12
2021,03,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-Laki,11
2021,03,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-Laki,29
2021,03,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-Laki,24
2021,03,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-Laki,12
2021,03,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-Laki,10
2021,03,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-Laki,30
2021,03,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-Laki,14
2021,03,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-Laki,11
2021,03,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-Laki,24
2021,03,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-Laki,49
2021,03,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-Laki,8
2021,03,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-Laki,19
2021,03,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-Laki,48
2021,03,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-Laki,14
2021,03,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-Laki,29
2021,03,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-Laki,39
2021,03,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-Laki,24
2021,03,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-Laki,20
2021,03,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-Laki,21
2021,03,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-Laki,41
2021,03,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-Laki,24
2021,03,JAKARTA UTARA,KOJA,KOJA,Laki-Laki,25
2021,03,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,44
2021,03,JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,26
2021,03,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,12
2021,03,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,28
2021,03,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,20
2021,03,JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,18
2021,03,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,21
2021,03,JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,13
2021,03,JAKARTA UTARA,CILINCING,KALIBARU,Laki-Laki,35
2021,03,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,23
2021,03,JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,14
2021,03,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,46
2021,03,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,13
2021,03,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,50
2021,03,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,14
2021,03,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,23
2021,03,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,18
2021,03,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,14
2021,03,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,33
2021,03,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,38
2021,03,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,29
2021,03,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,12
2021,03,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,64
2021,03,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,49
2021,03,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,10
2021,03,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,10
2021,03,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,15
2021,03,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,19
2021,03,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,17
2021,03,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,16
2021,03,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,17
2021,03,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,10
2021,03,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,10
2021,03,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,5
2021,03,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,9
2021,03,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,5
2021,03,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,11
2021,03,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,9
2021,03,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,8
2021,03,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,6
2021,03,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,16
2021,03,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,10
2021,03,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,20
2021,03,JAKARTA BARAT,TAMBORA,KRENDANG,Laki-Laki,7
2021,03,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,17
2021,03,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,20
2021,03,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,10
2021,03,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,18
2021,03,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,3
2021,03,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,12
2021,03,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,18
2021,03,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,32
2021,03,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,19
2021,03,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,13
2021,03,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,32
2021,03,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,19
2021,03,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,16
2021,03,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,35
2021,03,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,30
2021,03,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,43
2021,03,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,25
2021,03,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,35
2021,03,JAKARTA BARAT,PAL MERAH,PALMERAH,Laki-Laki,40
2021,03,JAKARTA BARAT,PAL MERAH,SLIPI,Laki-Laki,9
2021,03,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Laki-Laki,11
2021,03,JAKARTA BARAT,PAL MERAH,JATIPULO,Laki-Laki,19
2021,03,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Laki-Laki,25
2021,03,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Laki-Laki,18
2021,03,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,25
2021,03,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,26
2021,03,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,23
2021,03,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,26
2021,03,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,14
2021,03,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,18
2021,03,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,10
2021,03,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,11
2021,03,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,29
2021,03,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,22
2021,03,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,20
2021,03,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,13
2021,03,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,11
2021,03,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-Laki,0
2021,03,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-Laki,4
2021,03,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-Laki,11
2021,03,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-Laki,5
2021,03,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-Laki,33
2021,03,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-Laki,12
2021,03,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-Laki,2
2021,03,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-Laki,1
2021,03,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,9
2021,03,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,20
2021,03,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,37
2021,03,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,13
2021,03,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,9
2021,03,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,18
2021,03,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,21
2021,03,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,11
2021,03,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,19
2021,03,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-Laki,23
2021,03,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-Laki,19
2021,03,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-Laki,29
2021,03,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-Laki,24
2021,03,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-Laki,39
2021,03,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-Laki,37
2021,03,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-Laki,22
2021,03,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-Laki,26
2021,03,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-Laki,31
2021,03,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-Laki,30
2021,03,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-Laki,16
2021,03,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-Laki,30
2021,03,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-Laki,13
2021,03,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-Laki,21
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-Laki,1
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-Laki,8
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-Laki,10
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-Laki,1
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-Laki,3
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-Laki,1
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-Laki,7
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-Laki,8
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-Laki,28
2021,03,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-Laki,29
2021,03,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-Laki,12
2021,03,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-Laki,22
2021,03,JAKARTA SELATAN,PANCORAN,RAWAJATI,Laki-Laki,15
2021,03,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-Laki,7
2021,03,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-Laki,14
2021,03,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-Laki,4
2021,03,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-Laki,40
2021,03,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,38
2021,03,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,22
2021,03,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,31
2021,03,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,20
2021,03,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,15
2021,03,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,12
2021,03,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,28
2021,03,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,29
2021,03,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,32
2021,03,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,27
2021,03,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,27
2021,03,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,20
2021,03,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,18
2021,03,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Laki-Laki,10
2021,03,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,11
2021,03,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,21
2021,03,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-Laki,17
2021,03,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-Laki,31
2021,03,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-Laki,22
2021,03,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-Laki,23
2021,03,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-Laki,17
2021,03,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-Laki,27
2021,03,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-Laki,22
2021,03,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,16
2021,03,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,26
2021,03,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,6
2021,03,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,17
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,24
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,28
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,21
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,29
2021,03,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Laki-Laki,15
2021,03,JAKARTA TIMUR,KRAMATJATI,TENGAH,Laki-Laki,28
2021,03,JAKARTA TIMUR,KRAMATJATI,DUKUH,Laki-Laki,11
2021,03,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Laki-Laki,24
2021,03,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Laki-Laki,22
2021,03,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Laki-Laki,26
2021,03,JAKARTA TIMUR,KRAMATJATI,CAWANG,Laki-Laki,19
2021,03,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,21
2021,03,JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,20
2021,03,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,28
2021,03,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,23
2021,03,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,27
2021,03,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,34
2021,03,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,28
2021,03,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,49
2021,03,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,26
2021,03,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,56
2021,03,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,16
2021,03,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,25
2021,03,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,40
2021,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,55
2021,03,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,39
2021,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,44
2021,03,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,29
2021,03,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,23
2021,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,32
2021,03,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,19
2021,03,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Laki-Laki,18
2021,03,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,37
2021,03,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-Laki,14
2021,03,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,43
2021,03,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,44
2021,03,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,39
2021,03,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,17
2021,03,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,22
2021,03,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,17
2021,03,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,14
2021,03,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,10
2021,03,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,11
2021,03,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,13
2021,03,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,5
2021,03,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,15
